simulation_id,assignment_method,reporting_method,iroas_estimate,iroas_lower,iroas_upper,ci_width,half_ci_width,significant
0,Random,MeanMatching,15.544615623321166,-238.30202106474127,49.84528243165574,288.147303496397,144.0736517481985,False
0,Random,GBR,-0.0003293372421260311,-0.01440374364545875,0.016748183577845233,0.031151927223303982,0.015575963611651991,False
0,Random,TBR,0.08528987461291224,-0.8809433599082809,1.0515231091341053,1.932466469042386,0.966233234521193,False
0,Random,SCM,0.38561563253101644,-0.928116999507939,1.699348264569972,2.627465264077911,1.3137326320389555,False
0,Random,STGCN,-0.4049278116350943,-0.32394224930807547,-0.4859133739621131,-0.16197112465403762,-0.08098556232701881,True
1,Random,MeanMatching,-2.626980429701491,-16.44750987081933,2.5195440692509434,18.967053940070276,9.483526970035138,False
1,Random,GBR,-0.003592125995392683,-0.028460875635238334,0.012661294690184545,0.04112217032542288,0.02056108516271144,False
1,Random,TBR,-0.06570707160088884,-0.2796050153356251,0.14819087213384735,0.42779588746947245,0.21389794373473622,False
1,Random,SCM,0.0113233371991369,-0.6830817748040272,0.705728449202301,1.3888102240063283,0.6944051120031641,False
1,Random,STGCN,-0.5913980687215459,-0.4731184549772367,-0.709677682465855,-0.23655922748861835,-0.11827961374430918,True
2,Random,MeanMatching,-12.545003799823933,-56.175030034735926,21.474337305947547,77.64936734068347,38.824683670341734,False
2,Random,GBR,-0.021069755865319797,-0.04729461209879162,-0.005459625979495746,0.041834986119295876,0.020917493059647938,True
2,Random,TBR,-1.7877992488694752,-2.9389907165574307,-0.6366077811815201,2.3023829353759107,1.1511914676879553,True
2,Random,SCM,-0.982258773116984,-2.5291986172855996,0.5646810710516318,3.0938796883372315,1.5469398441686157,False
2,Random,STGCN,-0.5665314906414919,-0.45322519251319354,-0.6798377887697903,-0.22661259625659674,-0.11330629812829837,True
3,Random,MeanMatching,-0.5675506986685813,-12.14170849461882,13.460332740400215,25.602041235019037,12.801020617509518,False
3,Random,GBR,0.006599889003952667,-0.011482591609046614,0.036617825932134536,0.04810041754118115,0.024050208770590574,False
3,Random,TBR,-0.14077111844212709,-0.6258615715999195,0.3443193347156654,0.9701809063155848,0.4850904531577924,False
3,Random,SCM,-0.3248326748459572,-3.3681161688666608,2.7184508191747465,6.086566988041407,3.0432834940207036,False
3,Random,STGCN,8.008046009469918,6.406436807575935,9.609655211363902,3.203218403787967,1.6016092018939836,True
4,Random,MeanMatching,5.427988399330892,-15.032470103798978,62.478094513467624,77.5105646172666,38.7552823086333,False
4,Random,GBR,-0.004579032017669968,-0.026282639667660264,0.013228812343664789,0.039511452011325054,0.019755726005662527,False
4,Random,TBR,-0.10871143934505173,-0.8406492088194896,0.6232263301293861,1.4638755389488756,0.7319377694744378,False
4,Random,SCM,0.40057142275270824,-34.715200797741225,35.516343643246636,70.23154444098786,35.11577222049393,False
4,Random,STGCN,2.836818214603195,2.269454571682556,3.4041818575238336,1.1347272858412776,0.5673636429206388,True
5,Random,MeanMatching,-0.8356043395263348,-3.568503496079352,12.17136358683443,15.739867082913781,7.8699335414568905,False
5,Random,GBR,-0.010638577443068087,-0.02522186788860495,0.00959183510369598,0.03481370299230093,0.017406851496150465,False
5,Random,TBR,-0.06473596853062097,-0.30726623856445023,0.17779430150320832,0.48506054006765853,0.24253027003382926,False
5,Random,SCM,-0.14534543240795886,-1.1633391646125522,0.8726482997966345,2.0359874644091867,1.0179937322045933,False
5,Random,STGCN,0.1945528977919046,0.1556423182335237,0.2334634773502855,0.0778211591167618,0.0389105795583809,True
6,Random,MeanMatching,-8.859013543055196,-78.5767841990999,59.68524373807563,138.26202793717553,69.13101396858777,False
6,Random,GBR,-0.0019719207533038154,-0.021866542215925662,0.014991264207896034,0.03685780642382169,0.018428903211910846,False
6,Random,TBR,-0.11350980901642822,-0.5671267826806835,0.34010716464782703,0.9072339473285105,0.45361697366425524,False
6,Random,SCM,-0.17328390044793268,-5.556357407840558,5.2097896069446925,10.76614701478525,5.383073507392625,False
6,Random,STGCN,3.1901290304735324,2.552103224378826,3.8281548365682387,1.2760516121894128,0.6380258060947064,True
7,Random,MeanMatching,0.695779137534811,-8.253035182736165,35.177518450099406,43.43055363283557,21.715276816417784,False
7,Random,GBR,-0.006300795300396923,-0.027847384516974456,0.017099274158335828,0.04494665867531028,0.02247332933765514,False
7,Random,TBR,-0.20823731667711115,-0.9749693971912593,0.5584947638370371,1.5334641610282964,0.7667320805141482,False
7,Random,SCM,-0.20902752914326753,-3.615339560715733,3.1972845024291976,6.812624063144931,3.4063120315724653,False
7,Random,STGCN,1.2270962898200046,0.9816770318560037,1.4725155477840055,0.49083851592800176,0.24541925796400088,True
8,Random,MeanMatching,-1.6799340919433918,-45.54709792056166,50.2163533219456,95.76345124250726,47.88172562125363,False
8,Random,GBR,0.000515860358217991,-0.012336134801949068,0.021030544341463675,0.03336667914341274,0.01668333957170637,False
8,Random,TBR,-0.26315303424289943,-1.4329326679064875,0.9066265994206886,2.339559267327176,1.169779633663588,False
8,Random,SCM,-0.020370640857276617,-3.458781151818868,3.418039870104314,6.876821021923182,3.438410510961591,False
8,Random,STGCN,1.7508639681556242,1.4006911745244994,2.101036761786749,0.7003455872622495,0.35017279363112475,True
9,Random,MeanMatching,13.619318634366437,-261.3965266909404,19.215212702306772,280.61173939324715,140.30586969662357,False
9,Random,GBR,-0.02482405269505296,-0.04902166329381488,-0.0018619485848165743,0.04715971470899831,0.023579857354499155,True
9,Random,TBR,3.970748870592199,1.0459789453869648,6.895518795797434,5.849539850410469,2.9247699252052346,True
9,Random,SCM,2.8233814444568206,0.12340330909236341,5.523359579821278,5.399956270728914,2.699978135364457,True
9,Random,STGCN,1.771927370297123,1.4175418962376984,2.1263128443565473,0.7087709481188489,0.35438547405942444,True
10,Random,MeanMatching,0.6814699809030645,-2.663773216874261,25.6134672615498,28.277240478424062,14.138620239212031,False
10,Random,GBR,-0.01335931948363074,-0.027316419791213895,0.001501517814052059,0.028817937605265954,0.014408968802632977,False
10,Random,TBR,0.2187153083702216,-0.03224617938622425,0.4696767961266674,0.5019229755128917,0.25096148775644583,False
10,Random,SCM,0.2373056897659708,-0.5634549007796154,1.038066280311557,1.6015211810911723,0.8007605905455861,False
10,Random,STGCN,21.651367882194194,17.321094305755356,25.98164145863303,8.660547152877676,4.330273576438838,True
11,Random,MeanMatching,0.7070387401061957,-9.092102790587196,18.977060945016486,28.06916373560368,14.03458186780184,False
11,Random,GBR,0.0057778694056838465,-0.011178729927316998,0.02083815907698021,0.03201688900429721,0.016008444502148604,False
11,Random,TBR,-0.09188829041406205,-0.5867007970096699,0.4029242161815459,0.9896250131912159,0.49481250659560794,False
11,Random,SCM,-0.08554693984542015,-2.724652007648727,2.5535581279578867,5.278210135606614,2.639105067803307,False
11,Random,STGCN,1.139520014582907,0.9116160116663257,1.3674240174994883,0.4558080058331626,0.2279040029165813,True
12,Random,MeanMatching,-12.752518941883702,-67.46966902951162,60.00254265237503,127.47221168188665,63.736105840943324,False
12,Random,GBR,-0.00876954766102588,-0.03211696158606215,0.013626400065614176,0.04574336165167633,0.022871680825838164,False
12,Random,TBR,1.0005825560926096,-0.5729257266350934,2.5740908388203128,3.1470165654554063,1.5735082827277032,False
12,Random,SCM,-0.10223748637624594,-1.1574736619722348,0.952998689219743,2.110472351191978,1.055236175595989,False
12,Random,STGCN,-9.990647150787025,-7.99251772062962,-11.98877658094443,-3.9962588603148097,-1.9981294301574049,True
13,Random,MeanMatching,8.198752123475892,-45.92228424304728,70.16566711112968,116.08795135417697,58.04397567708848,False
13,Random,GBR,-0.008486731367342178,-0.028425079932899774,0.012740280989275208,0.04116536092217498,0.02058268046108749,False
13,Random,TBR,0.6811725461668352,-0.36557560348979407,1.7279206958234645,2.0934962993132586,1.0467481496566293,False
13,Random,SCM,1.2998295886751439,0.7066649038845196,1.892994273465768,1.1863293695812485,0.5931646847906242,True
13,Random,STGCN,-2.6046311192142024,-2.083704895371362,-3.125557343057043,-1.041852447685681,-0.5209262238428405,True
14,Random,MeanMatching,3.0966621323076153,-5.052847239517249,133.76068721448934,138.81353445400657,69.40676722700329,False
14,Random,GBR,-0.006734998866235704,-0.029055520426686153,0.02093261167379759,0.049988132100483744,0.024994066050241872,False
14,Random,TBR,0.08044386018895168,-0.26809844687546996,0.42898616725337335,0.6970846141288434,0.3485423070644217,False
14,Random,SCM,0.04673640048676678,-2.7537247341956514,2.8471975351691854,5.600922269364837,2.8004611346824184,False
14,Random,STGCN,-4.117973114712855,-3.2943784917702845,-4.941567737655427,-1.647189245885142,-0.823594622942571,True
15,Random,MeanMatching,7.608938065779831,-104.41728447400087,60.563481067354616,164.98076554135548,82.49038277067774,False
15,Random,GBR,-0.008603289196834682,-0.024361159734062224,0.010933353266761902,0.035294513000824125,0.017647256500412063,False
15,Random,TBR,0.28330714173320426,-0.3274683448002572,0.8940826282666657,1.221550973066923,0.6107754865334615,False
15,Random,SCM,0.5397836543265012,-0.3323870616561513,1.4119543703091537,1.744341431965305,0.8721707159826525,False
15,Random,STGCN,0.7885861162199745,0.6308688929759797,0.9463033394639694,0.3154344464879897,0.15771722324399484,True
16,Random,MeanMatching,7.448222560349342,-36.55386004477088,40.85487822057711,77.40873826534799,38.704369132673996,False
16,Random,GBR,0.01142768622673932,-0.007861682650599916,0.03544896360465636,0.043310646255256276,0.021655323127628138,False
16,Random,TBR,0.4356412374848091,0.0047262216481819145,0.8665562533214363,0.8618300316732543,0.43091501583662717,True
16,Random,SCM,0.52985262142157,-3.8173771556439915,4.877082398487132,8.694459554131123,4.347229777065562,False
16,Random,STGCN,-8.677410691446045,-6.941928553156837,-10.412892829735254,-3.4709642765784174,-1.7354821382892087,True
17,Random,MeanMatching,91.01210036766324,-40.995133840531224,74.47251790440255,115.46765174493378,57.73382587246689,False
17,Random,GBR,-0.0005755217278203991,-0.016488930978958843,0.013598298881774804,0.030087229860733648,0.015043614930366824,False
17,Random,TBR,2.51203415930538,-4.512393436955783,9.536461755566542,14.048855192522325,7.024427596261162,False
17,Random,SCM,5.084747603209348,1.703923582557254,8.465571623861443,6.7616480413041895,3.3808240206520948,True
17,Random,STGCN,8.333539927810198,6.666831942248159,10.000247913372238,3.3334159711240794,1.6667079855620397,True
18,Random,MeanMatching,-6.360556837567928,-49.70722017744288,57.63064378758448,107.33786396502737,53.66893198251368,False
18,Random,GBR,0.0062945746577583684,-0.01558310942261701,0.02478786845392882,0.04037097787654583,0.020185488938272916,False
18,Random,TBR,0.18090889617781042,-0.3706533849521768,0.7324711773077976,1.1031245622599744,0.5515622811299872,False
18,Random,SCM,0.3458685649048336,-3.2859279512008484,3.977665081010515,7.2635930322113635,3.6317965161056818,False
18,Random,STGCN,0.06967984339899366,0.05574387471919493,0.08361581207879239,0.027871937359597455,0.013935968679798728,True
19,Random,MeanMatching,-0.5192604343670615,-7.711633460465836,4.45721281122395,12.168846271689787,6.084423135844894,False
19,Random,GBR,-0.007294469904104248,-0.03788964848294443,0.012333658523651545,0.050223307006595976,0.025111653503297988,False
19,Random,TBR,-0.06256766310529334,-0.31946915354564887,0.19433382733506221,0.5138029808807111,0.25690149044035554,False
19,Random,SCM,-0.040117936130356656,-13.522346955367931,13.44211108310722,26.96445803847515,13.482229019237575,False
19,Random,STGCN,-0.14456182314671231,-0.11564945851736985,-0.17347418777605478,-0.057824729258684926,-0.028912364629342463,True
20,Random,MeanMatching,3.4419833159946744,-43.311929151729814,44.770467936098,88.08239708782781,44.04119854391391,False
20,Random,GBR,0.005475275656484498,-0.021352419887450232,0.029063184785165928,0.05041560467261616,0.02520780233630808,False
20,Random,TBR,-0.07226033885066521,-0.2872795669808541,0.1427588892795237,0.43003845626037784,0.21501922813018892,False
20,Random,SCM,-0.03853518295324891,-1.4851521456061947,1.4080817796996967,2.8932339253058914,1.4466169626529457,False
20,Random,STGCN,7.236503827069585,5.789203061655669,8.683804592483503,2.894601530827834,1.447300765413917,True
21,Random,MeanMatching,-0.9468739793885328,-4.005771172483714,0.03031178832354397,4.036082960807257,2.0180414804036286,False
21,Random,GBR,-0.0033032262011969613,-0.025184618988037654,0.014313382523133217,0.039498001511170874,0.019749000755585437,False
21,Random,TBR,0.0245776399340119,-0.15726583519425938,0.20642111506228317,0.3636869502565425,0.18184347512827126,False
21,Random,SCM,-0.037015648834915385,-1.685849066793821,1.6118177691239903,3.2976668359178114,1.6488334179589057,False
21,Random,STGCN,1.0220106555218853,0.8176085244175083,1.2264127866262624,0.4088042622087541,0.20440213110437705,True
22,Random,MeanMatching,-1.3427323196926342,-7.384245858399951,0.13439775597275347,7.518643614372705,3.7593218071863523,False
22,Random,GBR,0.009003611478406531,-0.01748231830873594,0.03829894813638126,0.0557812664451172,0.0278906332225586,False
22,Random,TBR,-0.1237662900093739,-0.2850986066621676,0.03756602664341974,0.3226646333055873,0.16133231665279366,False
22,Random,SCM,-0.15456329498593788,-0.7905240636658286,0.4813974736939528,1.2719215373597814,0.6359607686798907,False
