simulation_id,assignment_method,reporting_method,iroas_estimate,iroas_lower,iroas_upper,ci_width,half_ci_width,significant
18,Random,MeanMatching,0.2987629519544893,-2.1043223716124797,3.766618476618719,5.870940848231198,2.935470424115599,False
18,Random,GBR,0.001506422644593614,-0.02122193680935883,0.02020545813318813,0.04142739494254696,0.02071369747127348,False
18,Random,TBR,-0.019057674758354542,-0.15981846647174233,0.12170311695503326,0.2815215834267756,0.1407607917133878,False
18,Random,SCM,-0.12306042596710419,-81.40260820349964,81.15648735156542,162.55909555506506,81.27954777753253,False
18,Random,STGCN,9.711988921301167,7.769591137040933,11.6543867055614,3.8847955685204667,1.9423977842602334,True
19,Random,MeanMatching,-17.85418875827894,-161.29777090627556,60.48538934427289,221.78316025054846,110.89158012527423,False
19,Random,GBR,-0.003960260855041446,-0.020738012735135435,0.009050947098474529,0.029788959833609963,0.014894479916804981,False
19,Random,TBR,0.07791359854031135,-0.5905522313888357,0.7463794284694584,1.336931659858294,0.668465829929147,False
19,Random,SCM,0.4457622369364527,-0.4428312429478481,1.3343557168207536,1.7771869597686016,0.8885934798843008,False
19,Random,STGCN,-4.191013384775052,-3.3528107078200415,-5.029216061730062,-1.6764053539100203,-0.8382026769550102,True
20,Random,MeanMatching,-10.172461522763927,-21.482603642640907,47.64097027800905,69.12357392064996,34.56178696032498,False
20,Random,GBR,-0.012897136333142366,-0.02357952089706848,-0.002544302561079402,0.021035218335989078,0.010517609167994539,True
20,Random,TBR,1.1021090986563944,0.05949021988229113,2.1447279774304975,2.085237757548206,1.042618878774103,True
20,Random,SCM,1.0292048824295406,-1.3721999977457537,3.430609762604835,4.802809760350589,2.4014048801752943,False
20,Random,STGCN,-1.660362793461467,-1.3282902347691738,-1.9924353521537603,-0.6641451173845865,-0.33207255869229324,True
21,Random,MeanMatching,-2.364917071112708,-15.024554841449572,7.259644938599425,22.284199780048997,11.142099890024499,False
21,Random,GBR,-0.00021335511387198558,-0.007726522338618131,0.010398082036596224,0.018124604375214355,0.009062302187607178,False
21,Random,TBR,-0.0682601930221447,-0.6925840504407825,0.5560636643964931,1.2486477148372757,0.6243238574186378,False
21,Random,SCM,-0.03142316423057101,-4.238240242384875,4.175393913923734,8.413634156308609,4.206817078154304,False
21,Random,STGCN,-9.693016813726215,-7.754413450980973,-11.631620176471458,-3.8772067254904847,-1.9386033627452424,True
22,Random,MeanMatching,-13.975963393275062,-66.39195634084157,86.98891739685016,153.38087373769173,76.69043686884586,False
22,Random,GBR,-0.004333781508196107,-0.023066141894335132,0.0122020652389814,0.035268207133316534,0.017634103566658267,False
22,Random,TBR,0.41249600709836376,-0.8788820701152646,1.7038740843119922,2.5827561544272566,1.2913780772136283,False
22,Random,SCM,0.9725166400697947,-4.046468666984854,5.991501947124444,10.037970614109298,5.018985307054649,False
22,Random,STGCN,1.47913453672783,1.183307629382264,1.7749614440733958,0.5916538146911319,0.29582690734556594,True
23,Random,MeanMatching,-0.29035091144926634,-4.0731255001182,1.390117679171634,5.463243179289835,2.7316215896449174,False
23,Random,GBR,-0.011937901991705564,-0.024932759532525783,0.003901988180572772,0.028834747713098553,0.014417373856549277,False
23,Random,TBR,-0.22072333759174356,-0.43144285073275185,-0.01000382445073529,0.42143902628201657,0.21071951314100829,True
23,Random,SCM,-0.2861270608435994,-47.91969573987455,47.347441618187354,95.2671373580619,47.63356867903095,False
23,Random,STGCN,-0.7324651298744219,-0.5859721038995376,-0.8789581558493063,-0.2929860519497687,-0.14649302597488434,True
24,Random,MeanMatching,1.266640889294579,-5.055459731903929,5.703735404217365,10.759195136121296,5.379597568060648,False
24,Random,GBR,0.008280360266569958,-0.007707933908895477,0.021154986001870622,0.0288629199107661,0.01443145995538305,False
24,Random,TBR,-0.1988557521210861,-0.38765943307440076,-0.010052071167771416,0.37760736190662936,0.18880368095331468,True
24,Random,SCM,-0.2379325409832355,-0.9385038143067513,0.4626387323402804,1.4011425466470318,0.7005712733235159,False
24,Random,STGCN,2.073822475876634,1.6590579807013073,2.488586971051961,0.8295289903506535,0.41476449517532676,True
25,Random,MeanMatching,6.676682776255602,-43.31756878359965,107.5737686904627,150.89133747406234,75.44566873703117,False
25,Random,GBR,0.004521078622025654,-0.010759423172724953,0.018446598506327655,0.029206021679052608,0.014603010839526304,False
25,Random,TBR,0.08049252149094178,-0.3320989805888654,0.49308402357074893,0.8251830041596143,0.41259150207980716,False
25,Random,SCM,0.24498936064753823,-0.6213717664523448,1.1113504877474214,1.7327222541997662,0.8663611270998831,False
25,Random,STGCN,0.17294779192632093,0.13835823354105675,0.2075373503115851,0.06917911677052835,0.034589558385264174,True
26,Random,MeanMatching,17.89197359423834,-18.355088792141704,16.573021186699034,34.92810997884074,17.46405498942037,False
26,Random,GBR,9.945508572108525e-05,-0.014301420691855402,0.01322599018160592,0.02752741087346132,0.01376370543673066,False
26,Random,TBR,-0.18956227074144275,-3.0464047870030604,2.6672802455201747,5.713685032523236,2.856842516261618,False
26,Random,SCM,2.011392727745577,0.12470732687787445,3.8980781286132795,3.773370801735405,1.8866854008677025,True
26,Random,STGCN,-0.11710750995562041,-0.09368600796449633,-0.1405290119467445,-0.046843003982248166,-0.023421501991124083,True
27,Random,MeanMatching,1.2393383567939802,-0.27223635607651997,4.762401922142985,5.0346382782195045,2.5173191391097522,False
27,Random,GBR,-0.006677778937634434,-0.01970543576567669,0.010037141108605324,0.029742576874282015,0.014871288437141007,False
27,Random,TBR,0.1505942979438268,-0.0272833283609444,0.32847192424859806,0.35575525260954244,0.17787762630477122,False
27,Random,SCM,0.11559405382511413,-1.0895308319191996,1.3207189395694279,2.4102497714886275,1.2051248857443138,False
27,Random,STGCN,1.575843882444632,1.2606751059557055,1.8910126589335583,0.6303375529778528,0.3151687764889264,True
28,Random,MeanMatching,18.875107107153866,-140.1331883516803,36.86474681288333,176.99793516456364,88.49896758228182,False
28,Random,GBR,0.0025260358151076912,-0.012471928264202665,0.018630547693932867,0.031102475958135534,0.015551237979067767,False
28,Random,TBR,-0.22927614468923957,-1.6099333578177353,1.1513810684392563,2.7613144262569915,1.3806572131284958,False
28,Random,SCM,0.05365356592927203,-2.9678270976188585,3.0751342294774027,6.042961327096261,3.0214806635481306,False
28,Random,STGCN,-1.3956147247581427,-1.1164917798065142,-1.6747376697097713,-0.5582458899032572,-0.2791229449516286,True
29,Random,MeanMatching,-5.690031940872309,-58.24739982346024,-0.9723173961631146,57.27508242729713,28.637541213648564,True
29,Random,GBR,0.0024902147544183947,-0.010172297747649117,0.012922217235220659,0.023094514982869775,0.011547257491434888,False
29,Random,TBR,-0.01485397744820665,-0.39659239751302244,0.36688444261660913,0.7634768401296316,0.3817384200648158,False
29,Random,SCM,0.25787744762384623,-12.888198332077417,13.40395322732511,26.292151559402527,13.146075779701263,False
29,Random,STGCN,0.5714821537025645,0.4571857229620516,0.6857785844430774,0.22859286148102576,0.11429643074051288,True
30,Random,MeanMatching,0.42340287141584565,-1.948282479406545,6.194082152764272,8.142364632170818,4.071182316085409,False
30,Random,GBR,-0.0019346599572963973,-0.019850349372692935,0.014043449241804559,0.0338937986144975,0.01694689930724875,False
30,Random,TBR,-0.05489865392352904,-0.26720738097302826,0.15741007312597022,0.4246174540989985,0.21230872704949924,False
30,Random,SCM,-0.04390806717330619,-6.704087099384236,6.616270965037624,13.32035806442186,6.66017903221093,False
30,Random,STGCN,-29.87431920435447,-23.89945536348358,-35.84918304522537,-11.949727681741788,-5.974863840870894,True
31,Random,MeanMatching,-21.771703731788268,-66.47737655767139,81.22473297226897,147.70210952994034,73.85105476497017,False
31,Random,GBR,0.0009220305593638552,-0.016431685702414024,0.015252995299074434,0.031684681001488454,0.015842340500744227,False
31,Random,TBR,-0.08667207321056095,-1.9808452684785167,1.8075011220573949,3.788346390535912,1.894173195267956,False
31,Random,SCM,0.2865583383096432,-31.55137734866441,32.124494025283695,63.675871373948105,31.837935686974053,False
31,Random,STGCN,-0.3815821361270848,-0.3052657089016679,-0.45789856335250173,-0.15263285445083385,-0.07631642722541693,True
32,Random,MeanMatching,2.162993436143171,-11.046455301856447,14.611797720164537,25.658253022020986,12.829126511010493,False
32,Random,GBR,0.00438425258692289,-0.010852919700461518,0.01779270848154301,0.02864562818200453,0.014322814091002264,False
32,Random,TBR,0.036612527877577086,-0.27131883652084393,0.3445438922759981,0.615862728796842,0.307931364398421,False
32,Random,SCM,-0.03581265662329858,-2.4312809940685973,2.3596556808219997,4.790936674890597,2.3954683374452985,False
32,Random,STGCN,-9.789777515079424,-7.831822012063539,-11.747733018095309,-3.9159110060317692,-1.9579555030158846,True
33,Random,MeanMatching,-5.534155952207206,-27.86262562379398,146.33001655492149,174.19264217871546,87.09632108935773,False
33,Random,GBR,0.007719397915314997,-0.0017529715109155554,0.021203512585609128,0.022956484096524683,0.011478242048262342,False
33,Random,TBR,0.43522684756566876,-0.08648128096731714,0.9569349760986547,1.043416257065972,0.521708128532986,False
33,Random,SCM,0.3358987630580607,-24.061111772211817,24.73290929832794,48.794021070539756,24.397010535269878,False
33,Random,STGCN,-50.21074936960649,-40.16859949568519,-60.252899243527786,-20.084299747842593,-10.042149873921296,True
34,Random,MeanMatching,0.7597834985042958,-1.2386017588858462,8.881794124035862,10.120395882921708,5.060197941460854,False
34,Random,GBR,-0.0018936078228540146,-0.014291948078186935,0.012200934459389898,0.026492882537576833,0.013246441268788416,False
34,Random,TBR,0.03651157819827161,-0.204639217985427,0.2776623743819702,0.4823015923673972,0.2411507961836986,False
34,Random,SCM,0.00990949545024479,-1.824769169894841,1.8445881607953305,3.6693573306901714,1.8346786653450857,False
34,Random,STGCN,4.055464032298119,3.244371225838495,4.8665568387577425,1.6221856129192473,0.8110928064596237,True
35,Random,MeanMatching,2.736430020113701,-26.425436192273576,14.51952693109148,40.944963123365056,20.472481561682528,False
35,Random,GBR,0.0017605863701119333,-0.013484999227180196,0.02403518322510546,0.03752018245228565,0.018760091226142826,False
35,Random,TBR,0.08399315086288658,-0.32994154175782536,0.49792784348359853,0.8278693852414238,0.4139346926207119,False
35,Random,SCM,0.036311605205549075,-3.0818447589437454,3.154467969354844,6.236312728298589,3.1181563641492946,False
35,Random,STGCN,-1.1998410972899236,-0.959872877831939,-1.4398093167479082,-0.47993643891596927,-0.23996821945798463,True
36,Random,MeanMatching,2.495530742125124,-9.420880395483653,19.522316163615738,28.94319655909939,14.471598279549696,False
36,Random,GBR,0.0028581559030832976,-0.01061361328564453,0.016346392487343684,0.026960005772988214,0.013480002886494107,False
36,Random,TBR,-0.26576494518369204,-1.0775167846587037,0.5459868942913196,1.6235036789500232,0.8117518394750116,False
36,Random,SCM,-0.36117580862829307,-0.9261155067601388,0.20376388950355268,1.1298793962636915,0.5649396981318457,False
36,Random,STGCN,-1.024821880461585,-0.819857504369268,-1.229786256553902,-0.409928752184634,-0.204964376092317,True
37,Random,MeanMatching,0.6795184577971426,-3.1021741732081987,14.022133959510965,17.124308132719165,8.562154066359582,False
37,Random,GBR,0.0012352608010122973,-0.011708409490533114,0.013130993104881823,0.024839402595414936,0.012419701297707468,False
37,Random,TBR,0.02056692194771763,-0.270396886480856,0.3115307303762913,0.5819276168571473,0.29096380842857367,False
37,Random,SCM,-0.14003392238129775,-0.7373654391559414,0.45729759439334594,1.1946630335492874,0.5973315167746437,False
37,Random,STGCN,-0.8218415783041503,-0.6574732626433203,-0.9862098939649803,-0.32873663132166,-0.16436831566083,True
38,Random,MeanMatching,-4.0997477461656135,-101.8737413293007,33.06796647796034,134.94170780726103,67.47085390363051,False
38,Random,GBR,0.0028729958781136006,-0.015983114867057963,0.016386249912677783,0.032369364779735746,0.016184682389867873,False
38,Random,TBR,0.011732055798120694,-0.9335320358967945,0.9569961474930359,1.8905281833898302,0.9452640916949151,False
38,Random,SCM,0.25643410700959035,-0.9461685149418984,1.459036728961079,2.4052052439029774,1.2026026219514887,False
38,Random,STGCN,-1.2687012222842977,-1.0149609778274382,-1.5224414667411572,-0.507480488913719,-0.2537402444568595,True
39,Random,MeanMatching,2.141422242792701,-25.27490428804507,16.67396491502476,41.94886920306983,20.974434601534917,False
39,Random,GBR,9.167564673878394e-05,-0.012788790767041336,0.01298829102252116,0.025777081789562496,0.012888540894781248,False
39,Random,TBR,0.04965899588010149,-0.2705044746982015,0.36982246645840444,0.6403269411566059,0.32016347057830297,False
39,Random,SCM,0.055994661253377424,-4.687785860612859,4.799775183119614,9.487561043732473,4.7437805218662366,False
39,Random,STGCN,2.879949654130617,2.303959723304494,3.4559395849567403,1.1519798616522463,0.5759899308261232,True
40,Random,MeanMatching,-1.6144536840805521,-9.811138105237973,1.327573956985069,11.138712062223043,5.569356031111521,False
40,Random,GBR,-0.007842297876282113,-0.021475981605765106,0.0075694125170495475,0.029045394122814653,0.014522697061407326,False
40,Random,TBR,-0.10829433755020823,-0.29075483339067787,0.07416615829026144,0.3649209916809393,0.18246049584046964,False
40,Random,SCM,-0.05191374365507179,-0.8734491374032896,0.7696216500931459,1.6430707874964354,0.8215353937482177,False
40,Random,STGCN,52.854037559315586,42.28323004745247,63.4248450711787,21.14161502372623,10.570807511863116,True
41,Random,MeanMatching,-8.51383879301321,-30.14743081579571,36.18708213141838,66.33451294721408,33.16725647360704,False
41,Random,GBR,-0.00020601824424033318,-0.013840522879032091,0.010193164326005328,0.02403368720503742,0.01201684360251871,False
41,Random,TBR,-0.08852626372354996,-0.7725647852871863,0.5955122578400863,1.3680770431272726,0.6840385215636363,False
41,Random,SCM,-0.45815834334588035,-2.337162290772687,1.420845604080926,3.758007894853613,1.8790039474268065,False
41,Random,STGCN,-52.8982227667978,-42.31857821343824,-63.47786732015736,-21.159289106719115,-10.579644553359557,True
42,Random,MeanMatching,-23.93840593865131,-19.04239066586144,73.28270063922676,92.3250913050882,46.1625456525441,False
42,Random,GBR,0.007886202948229804,-0.006919427920635247,0.019156772350485497,0.026076200271120745,0.013038100135560372,False
42,Random,TBR,1.273452584839372,-0.26204166368114773,2.808946833359892,3.0709884970410397,1.5354942485205199,False
42,Random,SCM,0.6463995259442773,-1.2858549187523876,2.578653970640942,3.8645088893933295,1.9322544446966647,False
42,Random,STGCN,3.4860470525095995,2.78883764200768,4.183256463011519,1.394418821003839,0.6972094105019195,True
43,Random,MeanMatching,2.5088419132646864,-45.39188500458475,14.922945670069138,60.31483067465389,30.157415337326945,False
43,Random,GBR,0.010011804545840202,-0.007373265765243441,0.025006405217680192,0.03237967098292363,0.016189835491461815,False
43,Random,TBR,-0.3963498299102785,-0.8088943926861847,0.016194732865627674,0.8250891255518124,0.4125445627759062,False
43,Random,SCM,-0.18323090428627797,-2.186177093214986,1.8197152846424305,4.005892377857417,2.0029461889287083,False
43,Random,STGCN,-0.030603798565231818,-0.024483038852185456,-0.03672455827827818,-0.012241519426092726,-0.006120759713046363,True
44,Random,MeanMatching,-1.0884579310549392,-5.904679279088639,0.8043434920143869,6.709022771103026,3.354511385551513,False
44,Random,GBR,0.016166061205771076,0.0023154816796930114,0.027397581361434595,0.025082099681741583,0.012541049840870792,True
44,Random,TBR,-0.2757539107683696,-0.45360879405975557,-0.09789902747698355,0.35570976658277204,0.17785488329138602,True
44,Random,SCM,-0.26950299597108945,-7.552693158164059,7.01368716622188,14.566380324385939,7.2831901621929696,False
44,Random,STGCN,2.111211023516933,1.6889688188135463,2.5334532282203193,0.8444844094067729,0.42224220470338647,True
45,Random,MeanMatching,-182.23329949413184,-64.23026369851748,13.40762633410267,77.63789003262015,38.818945016310074,False
45,Random,GBR,-0.013242769839809532,-0.02717293764255255,-0.00035101930838859645,0.026821918334163954,0.013410959167081977,True
45,Random,TBR,-42.06810680406445,-64.028453875294,-20.10775973283489,43.92069414245911,21.960347071229556,True
45,Random,SCM,-30.84293002439246,-31.910245825350863,-29.775614223434054,2.1346316019168086,1.0673158009584043,True
45,Random,STGCN,-2.9843316545391025,-2.387465323631282,-3.581197985446923,-1.1937326618156412,-0.5968663309078206,True
46,Random,MeanMatching,-1.1334702430277936,-10.86299525650795,11.771110342492651,22.634105599000602,11.317052799500301,False
46,Random,GBR,0.0019716608545501326,-0.012679419265724102,0.015959431892755647,0.02863885115847975,0.014319425579239875,False
46,Random,TBR,0.06407376734008373,-0.29052749944106726,0.4186750341212347,0.709202533562302,0.354601266781151,False
46,Random,SCM,0.0683028505416495,-2.359045602122695,2.495651303205994,4.854696905328689,2.4273484526643445,False
46,Random,STGCN,20.638900601325705,16.511120481060566,24.766680721590845,8.25556024053028,4.12778012026514,True
47,Random,MeanMatching,-0.5871532183259264,-9.828216902875639,1.529361518027199,11.357578420902838,5.678789210451419,False
47,Random,GBR,-0.011001762063759732,-0.023557959715382184,0.005113110493511786,0.02867107020889397,0.014335535104446986,False
47,Random,TBR,-0.19247615178475166,-0.3963907454007389,0.01143844183123551,0.40782918723197437,0.20391459361598718,False
47,Random,SCM,-0.41365863755366106,-2.008418362999231,1.1811010878919088,3.1895194508911398,1.5947597254455699,False
47,Random,STGCN,137.60858985124705,110.08687188099765,165.13030782149644,55.043435940498796,27.521717970249398,True
48,Random,MeanMatching,2.519657123793218,-29.49483230119898,11.670362351503531,41.16519465270251,20.582597326351255,False
48,Random,GBR,0.006891184372090582,-0.008289565122248682,0.020533410564033284,0.028822975686281966,0.014411487843140983,False
48,Random,TBR,0.2153328062810709,-0.27610396542296195,0.7067695779851038,0.9828735434080658,0.4914367717040329,False
